CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,CLTV,Churn Reason,Churn Value
9494-BDNNC,1.0,United States,California,Los Angeles,90025.0,"34.046174, -118.446333",34.046174,-118.446333,Male,No,Yes,No,66.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.3,6273.4,5706.0,,0.0
1777-JYQPJ,1.0,United States,California,Colfax,95713.0,"39.084645, -120.894014",39.084645,-120.894014,Male,No,No,No,2.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,2515.0,,0.0
7909-FIOIY,1.0,United States,California,Santa Clara,95051.0,"37.348129, -121.98469",37.348129,-121.98469,Female,No,Yes,Yes,19.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.85,434.8,2958.0,,0.0
5245-VDBUR,1.0,United States,California,Los Alamitos,90720.0,"33.79499, -118.065591",33.79499,-118.065591,Female,No,Yes,No,52.0,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.45,1958.95,5509.0,,0.0
0744-BIKKF,1.0,United States,California,Mecca,92254.0,"33.543835, -115.993906",33.543835,-115.993906,Male,No,No,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.65,6224.8,4621.0,,0.0
7493-TPUWZ,1.0,United States,California,Diamond Springs,95619.0,"38.683605, -120.811852",38.683605,-120.811852,Male,No,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,79.15,4243.0,Lack of self-service on Website,1.0
1852-XEMDW,1.0,United States,California,Mad River,95552.0,"40.390301, -123.412327",40.390301,-123.412327,Male,No,No,No,22.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.05,1427.55,4709.0,,0.0
9495-REDIY,1.0,United States,California,Calexico,92231.0,"32.690654, -115.431225",32.690654,-115.431225,Male,No,No,Yes,25.0,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),40.65,970.55,5079.0,,0.0
8871-JLMHM,1.0,United States,California,Los Angeles,90061.0,"33.92128, -118.274186",33.92128,-118.274186,Female,No,Yes,No,68.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.2,6297.65,4095.0,,0.0
9070-BCKQP,1.0,United States,California,Wilmington,90744.0,"33.782068, -118.262263",33.782068,-118.262263,Female,No,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,4498.0,,0.0
9087-EYCPR,1.0,United States,California,Manteca,95336.0,"37.830267, -121.201018",37.830267,-121.201018,Female,No,No,No,60.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1505.05,6355.0,,0.0
6278-FEPBZ,1.0,United States,California,San Bernardino,92410.0,"34.106922, -117.297553",34.106922,-117.297553,Female,No,No,No,9.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,186.15,5546.0,,0.0
7016-BPGEU,1.0,United States,California,Dunsmuir,96025.0,"41.212695, -122.392067",41.212695,-122.392067,Female,No,No,,29.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,2796.0,Competitor offered higher download speeds,1.0
2888-ADFAO,1.0,United States,California,Palmdale,93551.0,"34.613476, -118.256358",34.613476,-118.256358,Female,No,Yes,Yes,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.3,1041.8,2861.0,,0.0
2481-SBOYW,1.0,United States,California,San Bernardino,92405.0,"34.142747, -117.300864",34.142747,-117.300864,Female,No,No,Yes,61.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.0,1498.35,4673.0,,0.0
1810-BOHSY,1.0,United States,California,Vacaville,95687.0,"38.333133, -121.920151",38.333133,-121.920151,Male,No,Yes,No,51.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,4745.0,,0.0
2634-HCZGT,1.0,United States,California,San Jose,95126.0,"37.327069, -121.916819",37.327069,-121.916819,Male,Yes,Yes,No,53.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,60.05,3229.65,5271.0,Moved,1.0
3301-VKTGC,1.0,United States,California,Huron,93234.0,"36.217864, -120.080117",36.217864,-120.080117,Male,No,Yes,,68.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),85.5,5696.6,4380.0,,0.0
6654-QGBZZ,1.0,United States,California,Nevada City,95959.0,"39.333737, -120.858667",39.333737,-120.858667,Female,No,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,5057.0,,0.0
3842-IYKUE,1.0,United States,California,San Leandro,94579.0,"37.687264, -122.15728",37.687264,-122.15728,Female,No,No,No,35.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.3,2917.5,2455.0,Competitor offered more data,1.0
0623-EJQEG,1.0,United States,California,Murphys,95247.0,"38.147852, -120.440124",38.147852,-120.440124,Male,No,No,No,65.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,93.55,6069.25,5774.0,,0.0
9761-XUJWD,1.0,United States,California,Fresno,93650.0,"36.841655, -119.797113",36.841655,-119.797113,Male,No,No,No,5.0,Yes,No,DSL,No,Yes,No,Yes,No,,Month-to-month,Yes,Bank transfer (automatic),65.6,339.9,5636.0,,0.0
2565-JSLRY,1.0,United States,California,Bakersfield,93306.0,"35.449881, -118.841442",35.449881,-118.841442,Male,No,No,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.05,24.05,3162.0,Price too high,1.0
8290-YWKHZ,1.0,United States,California,Apple Valley,92307.0,"34.55082, -117.122396",34.55082,,Female,Yes,Yes,No,32.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.2,2931,5247.0,Attitude of service provider,1.0
2758-RNWXS,1.0,United States,California,Oceanside,92054.0,"33.351059, -117.420557",33.351059,-117.420557,Male,No,No,No,35.0,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,89.2,3251.3,4446.0,,0.0
6870-ECSHE,1.0,United States,California,Sun City,92586.0,"33.707483, -117.200006",33.707483,-117.200006,Female,No,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,34.8,4196.0,,0.0
0295-PPHDO,1.0,United States,California,La Puente,91744.0,"34.031441, -117.936436",34.031441,-117.936436,Male,No,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,5962.0,Attitude of support person,1.0
2236-HILPA,1.0,United States,California,Hayward,94544.0,"37.639215, -122.037554",37.639215,-122.037554,Male,No,Yes,Yes,62.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,1218.45,6403.0,,0.0
3948-KXDUF,1.0,United States,California,Los Gatos,95033.0,"37.160194, -121.945611",37.160194,-121.945611,Male,No,No,No,66.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.75,4447.55,5454.0,,0.0
9483-GCPWE,1.0,United States,California,Earp,92242.0,"34.137742, -114.36514",34.137742,-114.36514,Male,No,No,Yes,9.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,3444.0,,0.0
0757-WCUUZ,1.0,United States,California,June Lake,93529.0,"37.730269, -119.055813",37.730269,-119.055813,Male,No,Yes,Yes,54.0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),63.35,3409.1,4232.0,,0.0
6608-QQLVK,1.0,United States,California,Bangor,95914.0,"39.396585, -121.38029",39.396585,-121.38029,Male,No,No,No,1.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,50.5,2077.0,Competitor made better offer,1.0
8095-WANWK,1.0,United States,California,Kettleman City,93239.0,"35.996923, -120.000951",35.996923,-120.000951,Female,No,No,No,10.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,428.7,5369.0,,0.0
9888-ZCUMM,1.0,United States,California,Los Angeles,90018.0,"34.028735, -118.317236",34.028735,-118.317236,Male,No,Yes,Yes,64.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,3845.45,4120.0,,0.0
5223-UZAVK,1.0,United States,California,Thornton,95686.0,"38.157794, -121.520223",38.157794,-121.520223,Male,No,No,No,64.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.3,6603.8,4986.0,,0.0
7508-DQAKK,1.0,United States,California,Shingle Springs,95682.0,"38.598936, -120.963092",38.598936,-120.963092,Female,No,No,No,64.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),86.4,5442.05,6474.0,,0.0
9943-VSZUV,1.0,United States,California,Alamo,94507.0,"37.855717, -121.994813",37.855717,-121.994813,Male,Yes,No,No,67.0,,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.7,5060.85,5823.0,,0.0
3096-WPXBT,1.0,United States,California,Venice,90291.0,"33.991782, -118.479229",33.991782,-118.479229,Female,No,Yes,Yes,61.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,4804.0,,0.0
8714-EUHJO,1.0,United States,California,Castella,96017.0,"41.121108, -122.336613",41.121108,-122.336613,Female,No,Yes,No,31.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,5219.0,Poor expertise of online support,1.0
3859-CVCET,1.0,United States,California,Lindsay,93247.0,"36.205465, -119.085807",36.205465,-119.085807,Female,No,No,No,4.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,191.05,2864.0,Competitor had better devices,1.0
2656-FMOKZ,1.0,United States,California,Pasadena,91106.0,"34.139402, -118.128658",34.139402,-118.128658,Female,Yes,No,Yes,15.0,Yes,Yes,Fiber optic,,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,5717.0,Limited range of services,1.0
7011-CVEUC,1.0,United States,California,Chula Vista,91911.0,"32.607964, -117.059459",32.607964,-117.059459,Male,No,Yes,No,25.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.7,2338.35,4535.0,,0.0
4111-BNXIF,1.0,United States,California,Rancho Cucamonga,91739.0,"34.133809, -117.523724",34.133809,-117.523724,Female,No,Yes,No,67.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,4103.9,4478.0,,0.0
6542-LWGXJ,1.0,United States,California,Pixley,93256.0,"35.957019, -119.330928",35.957019,-119.330928,Male,No,Yes,No,3.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.0,78.25,2730.0,,0.0
3144-AUDBS,1.0,United States,California,Calexico,92231.0,"32.690654, -115.431225",32.690654,-115.431225,Female,No,Yes,No,6.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.15,270.8,5271.0,Competitor offered higher download speeds,1.0
6543-XRMYR,1.0,United States,California,Stockton,95209.0,"38.044523, -121.348048",38.044523,-121.348048,Female,Yes,No,No,30.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,3548.0,Product dissatisfaction,1.0
3023-GFLBR,1.0,United States,California,San Bernardino,92408.0,"34.084909, -117.258107",34.084909,-117.258107,Female,No,Yes,No,33.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.15,2745.7,3336.0,Attitude of service provider,1.0
0486-LGCCH,1.0,United States,California,Victorville,92394.0,"34.567058, -117.362329",34.567058,-117.362329,Male,No,Yes,Yes,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,225.75,3372.0,,0.0
3280-MRDOF,1.0,United States,California,Los Angeles,90067.0,"34.057496, -118.413959",34.057496,-118.413959,Male,Yes,No,No,30.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),69.1,2093.9,3415.0,,0.0
4396-KLSEH,1.0,United States,California,Bakersfield,93311.0,"35.16207, -119.194488",35.16207,-119.194488,Male,No,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,63,5918.0,,0.0
5478-JJVZK,1.0,United States,California,Fair Oaks,95628.0,"38.652065, -121.25441",38.652065,-121.25441,Female,No,No,No,33.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.9,2033.85,3009.0,,0.0
2155-AMQRX,1.0,United States,California,Norwalk,90650.0,"33.905963, -118.08263",33.905963,-118.08263,Female,No,No,No,28.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.9,1505.15,2885.0,,0.0
9851-KIELU,1.0,United States,California,Loma Mar,94021.0,"37.266388, -122.26308",37.266388,-122.26308,Male,No,No,No,10.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,1043.3,5803.0,Competitor made better offer,1.0
5519-TEEUH,1.0,United States,California,Irvine,92604.0,"33.688546, -117.788091",33.688546,-117.788091,Male,No,No,Yes,33.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,682.15,5759.0,,0.0
7228-PAQPD,1.0,United States,California,Vidal,92280.0,"34.264124, -114.717964",34.264124,-114.717964,Female,No,No,No,14.0,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),59.1,772.85,5718.0,,0.0
2332-EFBJY,1.0,United States,California,Sherman Oaks,91403.0,"34.147149, -118.463365",34.147149,-118.463365,Male,No,No,No,16.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.7,342.4,3438.0,Lack of self-service on Website,1.0
9371-BITHB,1.0,United States,California,Gustine,95322.0,"37.147198, -121.120161",37.147198,-121.120161,Female,No,Yes,Yes,52.0,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1070.5,5432.0,,0.0
0463-WZZKO,1.0,United States,California,Van Nuys,91406.0,"34.195685, -118.490752",34.195685,-118.490752,Male,No,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,2406.0,,0.0
7694-VLBWQ,1.0,United States,California,Coronado,92118.0,"32.68674, -117.186612",32.68674,-117.186612,Male,No,Yes,No,67.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.1,7040.85,4857.0,Product dissatisfaction,1.0
1833-TCXKK,1.0,United States,California,San Bernardino,92408.0,"34.084909, -117.258107",34.084909,-117.258107,Male,No,Yes,No,45.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.8,3301.0,,0.0
0048-PIHNL,1.0,United States,California,Los Angeles,90058.0,"34.001617, -118.222274",34.001617,-118.222274,Female,No,Yes,No,49.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.45,900.9,6061.0,,0.0
7432-FFVAR,1.0,United States,California,Victorville,92392.0,"34.486835, -117.362274",34.486835,-117.362274,Female,No,Yes,Yes,46.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),90.95,4236.6,5187.0,,0.0
0484-FFVBJ,1.0,United States,California,Fort Bragg,95437.0,"39.455555, -123.683979",39.455555,-123.683979,Male,No,No,No,32.0,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.85,2010.95,4895.0,,0.0
4686-GEFRM,1.0,United States,California,Pioneertown,92268.0,"34.201108, -116.593456",34.201108,-116.593456,Male,No,Yes,No,70.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.7,6858.9,5582.0,,0.0
9277-JOOMO,1.0,United States,California,Garberville,95542.0,"40.057784, -123.679461",40.057784,-123.679461,Female,No,No,No,3.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.6,86.35,5756.0,,0.0
3026-ATZYV,1.0,United States,California,Riverside,92507.0,"33.976328, -117.319786",33.976328,-117.319786,Female,No,Yes,Yes,37.0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),75.1,2658.8,4131.0,,0.0
9874-QLCLH,1.0,United States,California,Northridge,91324.0,"34.238208, -118.55029",34.238208,-118.55029,Female,No,Yes,No,17.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,2365.0,Competitor offered more data,1.0
3284-SVCRO,1.0,United States,California,Sunol,94586.0,"37.587494, -121.862856",37.587494,-121.862856,Female,No,Yes,No,45.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1121.05,3146.0,,0.0
9675-ICXCT,1.0,United States,California,El Cajon,92021.0,"32.832706, -116.873258",32.832706,-116.873258,Male,No,Yes,No,72.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,80.8,5728.55,4689.0,,0.0
7426-RHZGU,1.0,United States,California,Oakland,94603.0,"37.739113, -122.175602",37.739113,-122.175602,Male,No,No,No,9.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45,5017.0,,0.0
0913-XWSCN,1.0,United States,California,Sun City,92585.0,"33.739412, -117.173334",33.739412,-117.173334,Male,No,Yes,Yes,55.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,6411.0,,0.0
7798-JVXYM,1.0,United States,California,Herald,95638.0,"38.313447, -121.123886",38.313447,-121.123886,Female,No,No,No,14.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.65,921.4,5351.0,,0.0
8755-OGKNA,,United States,California,Laton,93242.0,"36.444232, -119.718285",36.444232,-119.718285,Female,No,Yes,Yes,57.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,1167.6,5864.0,,0.0
8601-QACRS,1.0,United States,California,Apple Valley,92307.0,"34.55082, -117.122396",34.55082,-117.122396,Female,No,No,No,5.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.6,249.95,2353.0,Service dissatisfaction,1.0
6078-VESFR,1.0,United States,California,Vista,92084.0,"33.22784, -117.200024",33.22784,-117.200024,Male,Yes,Yes,No,13.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45,849.1,5225.0,,0.0
4109-CYRBD,1.0,United States,California,Menifee,92584.0,"33.653338, -117.178271",33.653338,-117.178271,Male,Yes,Yes,No,29.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.6,1442,5495.0,,0.0
5294-CDGWY,1.0,United States,California,Long Beach,90802.0,"33.752524, -118.210737",33.752524,-118.210737,Male,No,Yes,No,51.0,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,59.3,3014.65,5633.0,Don't know,1.0
6807-SIWJI,1.0,United States,California,Groveland,95321.0,"37.902968, -119.667544",37.902968,-119.667544,Male,No,No,No,38.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.85,3887.25,2709.0,,0.0
3345-JHUEO,1.0,United States,California,Windsor,95492.0,"38.527297, -122.810044",38.527297,-122.810044,Male,No,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.2,55.7,4267.0,,0.0
5222-JCXZT,1.0,United States,California,Sacramento,95864.0,"38.585826, -121.376263",38.585826,-121.376263,Male,No,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,78.9,3022.0,,0.0
6668-CNMFP,1.0,United States,California,West Hills,91307.0,"34.199787, -118.68493",34.199787,-118.68493,Female,No,Yes,Yes,19.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),89.35,1686.85,4473.0,,0.0
5216-WASFJ,1.0,United States,California,Challenge,95925.0,"39.461768, -121.195825",39.461768,-121.195825,Female,Yes,Yes,No,31.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.85,2633.4,5603.0,,0.0
1964-SVLEA,1.0,United States,California,Upland,91786.0,"34.105493, -117.660934",34.105493,-117.660934,Male,No,No,No,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,415.9,2860.0,,0.0
8727-JQFHV,1.0,United States,California,Dunsmuir,96025.0,"41.212695, -122.392067",41.212695,-122.392067,Male,No,Yes,Yes,57.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1123.15,4937.0,,0.0
6769-DCQLI,1.0,United States,California,Pope Valley,94567.0,"38.672708, -122.403219",38.672708,-122.403219,Male,No,No,No,52.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.0,5426.85,4630.0,Don't know,1.0
6906-MPARY,1.0,United States,California,Redondo Beach,90277.0,"33.830453, -118.384565",33.830453,-118.384565,Male,No,No,No,40.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),89.6,3488.15,2524.0,,0.0
3640-PHQXK,1.0,United States,California,Union City,94587.0,"37.59485, -122.051521",37.59485,-122.051521,Female,No,No,No,31.0,Yes,Yes,Fiber optic,,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.9,2806.9,2031.0,Service dissatisfaction,1.0
2126-GSEGL,1.0,United States,California,Solvang,93463.0,"34.624399, -120.137875",34.624399,-120.137875,Female,No,Yes,No,70.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.8,5917.55,4032.0,,0.0
6734-FQAJX,1.0,United States,California,Somerset,95684.0,"38.606703, -120.586659",38.606703,-120.586659,Male,Yes,No,No,67.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.05,7171.7,4143.0,,0.0
3795-CAWEX,1.0,United States,California,Whitmore,96096.0,"40.637105, -121.906949",40.637105,-121.906949,Male,No,Yes,Yes,70.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.55,8152.3,6116.0,,0.0
8129-GMVGI,1.0,United States,California,San Bruno,94066.0,"37.624436, -122.430661",37.624436,-122.430661,Female,No,Yes,Yes,56.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,1090.1,5172.0,,0.0
6212-ATMLK,1.0,United States,California,Rancho Cucamonga,91701.0,"34.132275, -117.611478",34.132275,-117.611478,Female,No,No,No,50.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4729.75,4164.0,,0.0
0362-RAOQO,1.0,United States,California,Norco,92860.0,"33.925833, -117.559639",33.925833,-117.559639,Female,No,No,No,40.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,3878.0,,0.0
9137-UIYPG,1.0,United States,California,Butte City,95920.0,"39.449794, -121.936372",39.449794,-121.936372,Female,No,Yes,Yes,35.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,3756.45,5447.0,,0.0
5197-LQXXH,1.0,United States,California,Taylorsville,95983.0,"40.053684, -120.743116",40.053684,-120.743116,Female,No,Yes,No,71.0,Yes,Yes,DSL,No,Yes,Yes,Yes,,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,4264.0,,0.0
6504-VBLFL,1.0,United States,California,Madeline,96119.0,"41.042003, -120.506086",41.042003,-120.506086,Male,No,Yes,No,55.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,58.6,3068.6,6231.0,,0.0
8205-OTCHB,1.0,United States,California,Riverside,92506.0,"33.930931, -117.361788",33.930931,-117.361788,Male,No,No,No,22.0,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),43.75,903.6,3099.0,Network reliability,1.0
7610-TVOPG,1.0,United States,California,West Point,95255.0,"38.41935, -120.469545",38.41935,-120.469545,Male,No,No,No,15.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.35,378.6,2723.0,,0.0
0506-YLVKJ,1.0,United States,California,Sultana,93666.0,"36.545353, -119.338535",36.545353,-119.338535,Male,No,Yes,Yes,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,917.45,3136.0,,0.0
2483-XSSMZ,1.0,United States,California,Orinda,94563.0,"37.873916, -122.20522",37.873916,-122.20522,Female,No,No,No,39.0,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,47.85,1886.4,5531.0,,0.0
2516-VQRRV,1.0,United States,California,Culver City,90230.0,"33.993991, -118.39704",33.993991,-118.39704,Female,Yes,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,3350.0,Long distance charges,1.0
4277-BWBML,1.0,United States,California,Three Rivers,93271.0,"36.413433, -118.854708",36.413433,-118.854708,Male,No,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1322.85,5092.0,,0.0
